artist_name,genre_id,artist_id
Iggy Azalea,4,111
Chase Rice,1,112
Danielle Bradbery,1,113
Dustin Lynch,1,114
Kacey Musgraves,1,115
Alan Jackson,1,116
Backstreet Boys,0,117
"Hank Williams, Jr.",19,118
The Vamps,6,119
Jaden Smith,10,120
Jojo,12,121
Kendrick Lamar,20,122
Becky G,0,123
Josh Turner,1,124
Brad Paisley,1,125
Gwen Stefani,0,126
Mikel Knight,21,127
Rachel Platten,0,128
Reba Mcentire,8,129
Darius Rucker,1,130
Florida Georgia Line,8,131
Barbra Streisand,0,132
Fall Out Boy,11,133
Prince,13,134
K. Michelle,13,135
Little Mix,22,136
Blackbear,13,137
Calvin Harris,0,138
Jana Kramer,1,139
Kenny Rogers,1,140
T.I.,4,141
Troye Sivan,10,142
Brothers Osborne,1,143
Rita Ora,0,144
Tlc,13,145
Aaliyah,13,146
Kirk Franklin,13,147
Kid Rock,12,148
Skrillex,23,149
Ed Roman,24,150
Don Williams,1,151
Lonestar,25,152
Nelly,4,153
Willie Nelson,1,154
Zonke,10,155
Charli Xcx,0,156
X Ambassadors,11,157
Jessie J,0,158
Westlife,0,159
Tinashe,13,160
Dmx,4,161
Meek Mill,7,162
Usher,0,163
Brandy Clark,25,164
Dolly Parton,1,165
Foo Fighters,12,166
Mark Wills,1,167
Prince Royce,10,168
Pentatonix,0,169
Flo Rida,9,170
Whitney Houston,0,171
Avril Lavigne,0,172
Pharrell Williams,0,173
Dwight Yoakam,1,174
Lee Brice,1,175
Barbara Mandrell,1,176
Black Veil Brides,12,177
Jamey Johnson,1,178
Jimmy Fortune,10,179
Yonniemcfly,4,180
Johnny Cash,1,181
Nick Jonas,10,182
Vince Gill,1,183
Imagine Dragons,11,184
Jake Owen,8,185
Larry Hernandez,12,186
Martina Mcbride,1,187
Colt Ford,1,188
Dierks Bentley,1,189
Guns N' Roses,12,190
Justin Timberlake,0,191
Kelly Clarkson,0,192
Metallica,26,193
Scotty Mccreery,1,194
The Weekend,10,195
Bim Skala Bim,12,196
Mark Ronson,27,197
Merle Haggard,1,198
Bea Miller,0,199
Alessia Cara,0,200
A Thousand Horses,28,201
Brooks & Dunn,1,202
Elle King,11,203
Rod Stewart,12,204
The Cadillac Three,19,205
Jacob Whitesides,5,206
Ja Rule,4,207
Lauren Alaina,1,208
Marc Anthony,15,209
The Game,10,210
The Pussycat Dolls,0,211
Tyler Farr,8,212
Clare Dunn,1,213
Adam Lambert,0,214
Andrea Bocelli,15,215
Gary Allan,1,216
George Jones,29,217
Joe Jonas,30,218
Krystal Keith,1,219
Ray Charles,31,220
Red Hot Chili Peppers,12,221
The Oak Ridge Boys,1,222
Kevin Gates,10,223
Cassadee Pope,1,224
August Alsina,13,225
Rich Homie Quan,10,226
Air Supply,0,227
Brandy,13,228
Onerepublic,6,229
Pitbull,6,230
Robin Thicke,13,231
Snoop Dogg,4,232
Travis Tritt,1,233
Chvrches,32,234
Lorde,11,235
Alison Krauss & Union Station,33,236
A$Ap Rocky,4,237
Jeremih,30,238
Panic! At The Disco,11,239
Sheryl Crow,1,240
Trace Adkins,1,241
Tyga,4,242
Ruby Rose,10,243
Bone Thugs N Harmony,4,244
David Nail,1,245
Duran Duran,34,246
Kip Moore,1,247
Wallpaper.,0,248
Dej Loaf,7,249
Ashley Monroe,1,250
Christina Aguilera,0,251
Diana Ross,13,252
Luciano Pavarotti,0,253
Lucky Dube,35,254
Nas,7,255
Norah Jones,0,256
Mason Noise,36,257
Madelyn Victoria,1,258
Alicia Keys,13,259
Avicii,27,260
Bryan Adams,10,261
Faith Hill,1,262
Mgk,9,263
Scarface,4,264
Austin Mahone,0,265
Disclosure,10,266
James Bay,37,267
Xander Demos,26,268
Jony Privat,32,269
Charlie Puth,0,270
Amy Winehouse,38,271
G Eazy,4,272
Gretchen Wilson,1,273
Jhené Aiko,10,274
Mumford & Sons,11,275
Nickelback,12,276
Sara Evans,1,277
Sean Paul,39,278
Spice Girls,0,279
Train,6,280
William Michael Morgan,1,281
Alejandro Fernández,40,282
Conway Twitty,1,283
Dr. Dre,4,284
Ice T,13,285
Jennifer Nettles,1,286
June Carter Cash,1,287
Kris Kristofferson,1,288
Lil Boosie,7,289
Lucinda Williams,25,290
Marvin Gaye,41,291
The Script,6,292
Zedd,23,293
Kyle (Rapper),10,294
Dan + Shay,1,295
Aaron Lewis,8,296
Amber Rose,10,297
Billy Currington,1,298
Cher Lloyd,42,299
Kurt Cobain,11,300
Paramore,11,301
P!Nk,0,302
Salt N Pepa,4,303
Slipknot,26,304
Tarkan,43,305
The Notorious B.I.G.,7,306
Charlie Allen,1,307
Joe Nichols,1,308
John Anderson,1,309
Lil' Kim,9,310
Nirvana,44,311
Owl City,0,312
Seal,13,313
The Beatles,0,314
Zendaya,12,315
Céline Dion,0,316
Deitrick Haddon,45,317
Lionel Richie,11,318
Panjabi Mc,46,319
Randy Travis,1,320
Blink 182,12,321
Brenda Lee,1,322
Gene Watson,47,323
J. Cole,4,324
James Blunt,6,325
Sara Bareilles,5,326
Sawyer Brown,1,327
Ty Dolla $Ign,7,328
Heidi Feek,48,329
Sawyer Fredericks,49,330
Alice Cooper,12,331
Ashanti,13,332
Diddy,4,333
Florence + The Machine,11,334
Genesis,12,335
Hank Williams,1,336
Omarion,13,337
Shane Owens,1,338
The Mavericks,8,339
Tokio Hotel,6,340
Chief Keef,7,341
Jess Glynne,0,342
Electric Light Orchestra,12,343
Emmylou Harris,49,344
Julio Iglesias,15,345
Leann Rimes,1,346
My Chemical Romance,11,347
Torrent,10,348
Zahara,10,349
Sarah Ross,1,350
Bryson Tiller,10,351
Bee Gees,50,352
Bow Wow,4,353
Cam,1,354
Crazy Frog,51,355
David Allan Coe,1,356
Jaheim,13,357
Jake Miller,4,358
Jamie Foxx,13,359
Kem,13,360
Lorrie Morgan,1,361
Macklemore,4,362
Luther Vandross,13,363
Major Lazer,35,364
Master P,4,365
Omi,52,366
Olivia Newton John,50,367
Ricky Martin,15,368
Ronnie Dunn,8,369
The Rolling Stones,12,370
The Runaways,12,371
Saint Gurmeet Ram Rahim Singh Ji Insan,53,372
Mako Girls,0,373
Abc,34,374
A.R. Rahman,43,375
Big Sean,10,376
Big Time Rush,0,377
Bob Marley,54,378
Bon Jovi,55,379
Clint Black,1,380
Fabolous,4,381
Hannah Montana,12,382
Jessie James Decker,1,383
Ke$Ha,0,384
Mario,13,385
*Nsync,0,386
Parokya Ni Edgar,56,387
Rodney Carrington,57,388
Toni Braxton,13,389
Marianas Trench,6,390
Big And Rich,1,391
Travi$ Scott,4,392
Avant,38,393
Pnb Rock,10,394
Daddy Yankee,15,395
Eric Clapton,58,396
Green Day,59,397
Kumar Sanu,43,398
Ll Cool J,4,399
Meat Loaf,12,400
Scott Hoying,10,401
Walk The Moon,11,402
Jon Pardi,25,403
Migos,4,404
Tove Lo,0,405
Hozier,60,406
Ola Dips,9,407
2 Chainz,4,408
Ac/Dc,12,409
All Time Low,11,410
Billie Holiday,61,411
Bonnie Raitt,48,412
Buggles,12,413
Dailey & Vincent,1,414
Craig Morgan,1,415
Disturbed,26,416
Don Henley,12,417
French Montana,7,418
Gladys Knight,13,419
Gwar,26,420
Jason Mraz,62,421
Lee Ann Womack,48,422
Marty Stuart,1,423
Michael Bolton,0,424
Sade,38,425
Sugarland,1,426
The Black Keys,11,427
Yolanda Adams,13,428
Priyanka Chopra,10,429
Echosmith,11,430
Anthony Hamilton,13,431
Bill Keith,1,432
Calibre 50,40,433
Chipmunk,7,434
Collective Soul,12,435
Def Leppard,63,436
Ice Cube,4,437
Erykah Badu,13,438
Flavor Flav,4,439
John Mayer,12,440
Kid Ink,9,441
Los Tigres Del Norte,40,442
Lindsay Ell,1,443
Lynyrd Skynyrd,28,444
Mindless Behavior,0,445
Pistol Annies,1,446
Rodney Atkins,1,447
Shaggy,35,448
T Pain,4,449
Tina Turner,0,450
Tool,12,451
Trisha Yearwood,1,452
Waylon Jennings,1,453
The Lacs,25,454
The Chainsmokers,3,455
Havic Dynasty,4,456
Nick Festari,0,457
99,23,458
Alabama,1,459
Blackberry Smoke,19,460
Busta Rhymes,4,461
Chris Isaak,12,462
David Bowie,64,463
David Cook,6,464
Don Omar,39,465
Hot Chelle Rae,0,466
Jessica Simpson,0,467
Jo Dee Messina,1,468
Loretta Lynn,1,469
Marilyn Manson,12,470
Maxwell,13,471
Montgomery Gentry,8,472
Monica,13,473
New Kids On The Block,0,474
Pink Floyd,65,475
Pierce The Veil,66,476
Porter Wagoner,1,477
Queen,12,478
Young Jeezy,4,479
Steve Perry,0,480
Tanya Tucker,1,481
The Spill Canvas,12,482
Tom Jones,0,483
Tyrese,13,484
Whitesnake,12,485
Will.I.Am,0,486
Yg,7,487
Sammy Arriaga,8,488
Mo Pitney,1,489
Rich Gang,7,490
Years & Years,12,491
Jacquie Lee,0,492
Rae Sremmurd,7,493
Aerosmith,12,494
Abba,0,495
Beastie Boys,59,496
B.O.B,4,497
Cee Lo Green,13,498
Chris Ledoux,1,499
Clutch,55,500
Creedence Clearwater Revival,12,501
David Archuleta,12,502
David Guetta,23,503
Easton Corbin,47,504
En Vogue,13,505
Foreigner,12,506
G Unit,4,507
Gavin Degraw,5,508
Hollywood Undead,12,509
Jennifer Hudson,13,510
Jerrod Niemann,1,511
Lauryn Hill,4,512
Lil Jon,4,513
Missy Elliott,4,514
Seether,12,515
Steel Panther,12,516
Tiësto,23,517
Thompson Square,1,518
Tracy Lawrence,1,519
Uncle Kracker,25,520
Casey James,1,521
Nubetia,46,522
Brandon Michael,0,523
Aretha Franklin,13,524
Boyz Ii Men,13,525
Bohemia,67,526
Corb Lund,25,527
Cyndi Lauper,12,528
Exo,10,529
Foxy Brown,4,530
Gorillaz,4,531
Jason Michael Carroll,1,532
Josh Abbott Band,1,533
Keyshia Cole,13,534
Laura Bell Bundy,1,535
Mac Miller,4,536
Ludacris,4,537
Mary Chapin Carpenter,1,538
Mary J. Blige,13,539
Neil Diamond,0,540
Paris Hilton,12,541
Tesla,12,542
Swv,68,543
The Killers,12,544
U2,12,545
Vanessa Paradis,0,546
Van Halen,69,547
Zz Top,12,548
Eros Ramazzotti,70,549
3T,38,550
Alice In Chains,11,551
Asking Alexandria,17,552
Billy Ray Cyrus,1,553
Carly Rae Jepsen,0,554
Chris Tomlin,53,555
Daughtry,12,556
Dire Straits,12,557
Eli Young Band,1,558
Evanescence,12,559
Fleetwood Mac,12,560
Franda Robertson,10,561
Fugees,4,562
Hal Ketchum,1,563
J Pimp,4,564
Jodeci,13,565
Johnny Gill,13,566
Kelly Price,13,567
Kid Cudi,4,568
Larry Lariviere,10,569
Lmfao,30,570
Lucy Hale,8,571
Meghan Linsey,1,572
Miguel,13,573
Ne Yo,13,574
Pandora,71,575
Skeleton Rock,10,576
Tech N9Ne,4,577
The Beautiful South,11,578
The Cult,12,579
Trans Siberian Orchestra,12,580
Wale,7,581
Wolfgang Petry,0,582
Kristen Kelly,1,583
John Newman,23,584
Misterwives,11,585
Raury,72,586
Brooke Eden,8,587
Post Malone,10,588
Thirty Seconds To Mars,12,589
Afrojack,46,590
Babyface,13,591
Cam'Ron,73,592
Chuck Wicks,1,593
Creed,12,594
Dean Brody,1,595
Eagles,12,596
Hanson,6,597
Hank Williams Iii,1,598
Harry Stinson,1,599
Héroes Del Silencio,40,600
Janis Joplin,12,601
Kyle Park,8,602
Kathy Mattea,1,603
Jimmy Buffett,69,604
Joe Diffie,1,605
John Michael Montgomery,1,606
Jonas Brothers,6,607
Julie Roberts,48,608
Journey,12,609
K.D. Lang,1,610
Kristina Train,12,611
Love And Theft,8,612
Michael Ray,1,613
Matt Stillwell,25,614
Modern Talking,50,615
Negro Success,43,616
Muse,12,617
New Boyz,7,618
Paul Mccartney,55,619
Patty Loveless,1,620
Pearl Jam,12,621
Ray Price,1,622
Redfoo,10,623
Reik,40,624
Rhett Akins,1,625
Roberto Carlos,40,626
Ronnie Milsap,1,627
Skylar Grey,10,628
Steve Aoki,46,629
Sting,12,630
System Of A Down,12,631
The Fray,12,632
The Jets,38,633
Third Eye Blind,11,634
Three Days Grace,11,635
Tom T. Hall,1,636
Will Smith,4,637
Futuristic,4,638
Krewella,23,639
Andy Grammer,0,640
Raelynn,8,641
Mtv Philippines,10,642
T Ferg,4,643
Therealconfidence,9,644
Damien Escobar,7,645
Zara Larsson,10,646
A Flock Of Seagulls,12,647
Ace Hood,4,648
Armin Van Buuren,74,649
Ashley Gearing,1,650
Audioslave,11,651
Bill Anderson,10,652
Cameo,38,653
Brian Mcknight,13,654
Bruce Springsteen,12,655
Busy Signal,75,656
Charlie Robison,1,657
Chris Stapleton,1,658
Christopher Wayne Morris,10,659
Christina Perri,6,660
Corey Smith,25,661
Dashboard Confessional,12,662
Dean Miller,8,663
Destiny'S Child,13,664
Dionne Warwick,38,665
Elton John,6,666
Enya,52,667
Five Finger Death Punch,26,668
Girls' Generation,12,669
Gucci Mane,4,670
Holly Williams,48,671
James Otto,8,672
John Denver,5,673
Kate Ryan,46,674
K Ci & Jojo,13,675
Kiss,12,676
Lalah Hathaway,30,677
Led Zeppelin,12,678
Michael Bublé,76,679
Nelly Furtado,0,680
Nipsey Hussle,7,681
Pusha T,4,682
Rachel Potter,8,683
Ray Stevens,1,684
Raheem Devaughn,13,685
Rhonda Vincent,1,686
Robert Plant,12,687
Secondhand Serenade,11,688
Siakol,10,689
Shooter Jennings,1,690
Shinedown,12,691
Smokey Robinson,13,692
Superman Is Dead,10,693
Terri Clark,1,694
The Grascals,33,695
Yo Gotti,4,696
Yanni,0,697
Tamar Braxton,36,698
Mike Myers,10,699
Racing Songs,1,700
Mary Lambert,0,701
Banks,11,702
Zack Knight,36,703
Curtis Braly,8,704
Lacy Cavalier,1,705
Chase Bryant,1,706
Karen Waldrup,1,707
Bigdawg Chino,4,708
Bank Notes,4,709
After 7,13,710
Amerie,13,711
Angelic Gospel Singers,10,712
Banda Los Recoditos,40,713
Billy Dean,1,714
Black Sabbath,26,715
Boys Like Girls,12,716
Bts Chitlom,10,717
Canvas,10,718
R. City,7,719
Mainstrea,12,720
Connie Smith,1,721
Duffy,12,722
George Michael,6,723
Gigi D'Agostino,72,724
"Harry Connick, Sr.",10,725
Inna,12,726
The Jackson 5,13,727
Keith Sweat,13,728
Kelleigh Bannen,8,729
Korn,11,730
Lata Mangeshkar,43,731
Lena Meyer Landrut,10,732
Lykke Li,6,733
Martin Solveig,72,734
Max,6,735
Molly Felder,10,736
Natasha Bedingfield,0,737
Nikki Lane,19,738
New Edition,62,739
One Way,38,740
N.W.A,4,741
Phil Vassar,1,742
Rammstein,12,743
Randy Boone,10,744
Richard Marx,77,745
Romeo Santos,40,746
Ryan Adams,25,747
Silverchair,12,748
Sonu Nigam,10,749
Styx,11,750
Suzanne Conroy,10,751
Take That,0,752
The Big F,12,753
The Wanted,0,754
Tracy Byrd,1,755
Turnpike Troubadours,1,756
Vicente Fernández,15,757
Wham!,0,758
Vybz Kartel,43,759
Wisin Y Yandel,40,760
Z Ro,7,761
Dev,0,762
Cinderella,12,763
The 1975,16,764
Tom Odell,11,765
Sundy Best,1,766
Keith Walker,8,767
Kathleen Regan,8,768
Ella Henderson,12,769
Silento,10,770
Hailee Steinfeld,0,771
A Ha,12,772
Bantam,10,773
Aaron Watson,1,774
Ashley Mcbryde,10,775
Azealia Banks,9,776
Beenie Man,75,777
Barry White,38,778
Bilal,38,779
Bob Seger,12,780
Bobby Bare,1,781
Breaking Benjamin,12,782
Buckethead,12,783
Bubba Sparxxx,1,784
Caitlyn Smith,1,785
Cher,0,786
Collin Raye,1,787
Cobra Starship,11,788
Daft Punk,46,789
Diplo,46,790
E.M.S,4,791
Emily West,1,792
Fantasia,13,793
Fergie,72,794
Foxes,12,795
Frankie Ballard,1,796
Fun.,11,797
The Gibson Brothers,33,798
Grandmaster Caz,7,799
Hedley,12,800
Himesh Reshammiya,10,801
Hilary Duff,0,802
James Morrison,5,803
Jenni Rivera,5,804
Joe Thomas,13,805
Jessica Andrews,1,806
Jessie Ware,0,807
Jethro Tull,12,808
Jimmy Wayne,1,809
John Conlee,1,810
Juicy J,4,811
K Pop,10,812
Keith Whitley,1,813
Leona Lewis,12,814
Lyle Lovett,1,815
Mandy Barnett,47,816
Marco Antonio Solís,15,817
Mary Mary,13,818
Menudo,40,819
Mika,12,820
Newsboys,78,821
Nicole Scherzinger,12,822
Pat Benatar,12,823
Patrick Stump,12,824
Paulina Rubio,0,825
Ricky Skaggs,1,826
Sammi Smith,1,827
Shawn Mullins,12,828
Shedaisy,1,829
Sheila On 7,12,830
Shelby Lynne,48,831
Simple Plan,6,832
Soundgarden,12,833
The Beach Boys,12,834
The Canton Spirituals,45,835
The Cranberries,12,836
The Cure,62,837
The Isley Brothers,13,838
The Smashing Pumpkins,11,839
The Whites,1,840
Truth Be Told,10,841
Ub40,35,842
William Fitzsimmons,18,843
Alabama Shakes,12,844
Charlie Simpson,12,845
Met G.,79,846
Haze Da Punter,7,847
Jay Entendre,20,848
Somo,10,849
Tj Howard,8,850
George Ezra,10,851
Nico & Vinz,0,852
Alanis Morissette,6,853
Alka Yagnik,10,854
America,12,855
Anita Baker,38,856
Angie Stone,13,857
Ashley Tisdale,0,858
Bad Company,69,859
Az,4,860
Big Punisher,4,861
Billy Joe Royal,1,862
Brett Young,8,863
Bring Me The Horizon,26,864
Bruck Dawit,10,865
Cascada,27,866
Casey Donahew Band,1,867
Chely Wright,1,868
Cheryl Pepsii Riley,38,869
Christina Milian,13,870
Colbie Caillat,0,871
Craig Campbell,1,872
Crystal Gayle,1,873
Culture Club,34,874
D12,7,875
E 40,4,876
Empire Of The Sun,11,877
Faith Evans,13,878
Fat Joe,4,879
Frank Ocean,4,880
Gloc 9,10,881
Gloria Estefan,15,882
Gossip,12,883
Harry Connick Jr.,61,884
Il Divo,80,885
James Hall (Gospel)/Worship...,45,886
Jennette Mccurdy,1,887
Jay Sean,0,888
Jeff Greenleaf,81,889
Jim Lauderdale,1,890
Jim Reeves,1,891
Jill Scott,13,892
John Cena,12,893
John Schneider,1,894
Jon B.,4,895
Johnny Rodriguez,1,896
Katharine Mcphee,0,897
Julyo,52,898
Keane,11,899
Latin Spice Band,10,900
Lil Romeo,4,901
Mac Davis,1,902
Mastodon,26,903
Matchbox Twenty,12,904
Michael Learns To Rock,30,905
Mikito,10,906
Mystikal,4,907
Nick Carter,0,908
Papa Roach,12,909
Psy,0,910
Robin Lee Field,5,911
Rosanne Cash,1,912
Shreya Ghoshal,43,913
Scorpions,12,914
Smokie,11,915
Stevie Wonder,13,916
Steve Wariner,1,917
Stonewall Jackson,1,918
Talk Talk,11,919
The Chuck Wagon Gang,1,920
The Stitches,10,921
The Swon Brothers,1,922
The Thompson Brothers Band,1,923
Tim Dugger,1,924
Tracy Chapman,12,925
Too Short,4,926
Trina,68,927
Vern Gosdin,47,928
Wet Wet Wet,30,929
Waka Flocka Flame,9,930
Yaz,11,931
Yutaka Yokokura,10,932
Bon Iver,12,933
Phillip Phillips,12,934
Chris Lane,10,935
Branch And Dean,1,936
Drake White,10,937
Martin Kimble,11,938
Christopher Thomas Holt,8,939
Therockthedance,3,940
Gxx,79,941
Chance The Rapper,4,942
Mike Ryan,47,943
Vance Joy,11,944
Jimmy Burrell,10,945
Benjamin Booker,12,946
Kygo,72,947
Rawyals,13,948
Ndma,82,949
Yasmeen Williams,83,950
Yondon,4,951
112,13,952
3 Doors Down,12,953
3Oh!3,11,954
Alexandra Moltke,10,955
Amy Vachal,10,956
Andrea Jürgens,10,957
Angus & Julia Stone,84,958
Ashlee Simpson,0,959
Beres Hammond,38,960
Barry Manilow,77,961
Birdman,4,962
Billy Gilman,1,963
Bob Dylan,12,964
Boney M,50,965
Chima,10,966
Chayanne,15,967
Charlie Worsham,1,968
Chet Atkins,1,969
Charley Pride,1,970
Chrisette Michele,7,971
Chris Cagle,1,972
Clay Walker,1,973
Dan Seals,1,974
Death Cab For Cutie,11,975
Diamond Rio,1,976
Diego Correa & Damaris Thillet,10,977
Dido,11,978
Dj Snake,46,979
Dru Hill,13,980
Dr. Hook,69,981
Eazy E,4,982
Ema,12,983
Emeli Sandé,0,984
Espinoza Paz,40,985
Etta James,13,986
Feist,12,987
Foster The People,12,988
Frank Sinatra,61,989
Granger Smith,1,990
Grimes,12,991
Hank Snow,1,992
Hardwell,72,993
Hit List,10,994
Heavy Young Heathens,11,995
Hoyt Axton,1,996
Jack White,12,997
India.Arie,13,998
Inxs,12,999
Jack Black,10,1000
James Blake,23,1001
James Brown,13,1002
Jason Boland & The Stragglers,1,1003
Jeremy Camp,78,1004
Kylie Minogue,0,1005
Jimi Hendrix,12,1006
Jim Croce,0,1007
Jinu Park,10,1008
John Fogerty,55,1009
John Berry,1,1010
Josh Ward,10,1011
Juan Villasenor,10,1012
Julion Alvarez,10,1013
Kat Deluna,30,1014
Kenny Lattimore,13,1015
Kevin Skinner,10,1016
Kool Moe Dee,4,1017
Larry Sparks,1,1018
Leonard Cohen,24,1019
Lenny Kravitz,11,1020
Lucero,25,1021
Maná,12,1022
Mat Kearney,5,1023
Melle Mel,10,1024
Michael W. Smith,78,1025
Mindy Mccready,1,1026
Nat King Cole,61,1027
Noah And The Whale,12,1028
New Grass Revival,1,1029
Nicky Jam,40,1030
No Doubt,0,1031
Nina Simone,38,1032
Oasis,11,1033
Olly Murs,0,1034
Outkast,4,1035
Pantera,26,1036
Ray Lamontagne,24,1037
Popcaan,10,1038
Quan,10,1039
Radiohead,12,1040
Raija Regnell,10,1041
Red Steagall,1,1042
Ricky Van Shelton,1,1043
Rodrigo Y Gabriela,52,1044
Ronnie James Dio,12,1045
Sammy Kershaw,1,1046
Schoolboy Q,9,1047
Santana,12,1048
Sarah Brightman,0,1049
Sepultura,12,1050
Shayne Ward,12,1051
Siti Nurhaliza,12,1052
Sleeping With Sirens,6,1053
St. Vincent,11,1054
Stray Cats,12,1055
Suzy Bogguss,1,1056
Taranda Greene,10,1057
Tamia,13,1058
T.A.T.U.,0,1059
Taking Back Sunday,12,1060
Tears For Fears,0,1061
Taylor Momsen,10,1062
Tito El Bambino,10,1063
Tennessee Ernie Ford,1,1064
The Avett Brothers,12,1065
The B 52'S,12,1066
The All American Rejects,0,1067
The Decemberists,12,1068
The Statler Brothers,1,1069
The Nitty Gritty Dirt Band,12,1070
The Pretty Reckless,12,1071
Three Dog Night,85,1072
Timbaland,4,1073
Tom Petty & The Heartbreakers,12,1074
Tony Kelly,10,1075
Virginia Creeper,10,1076
We Are The In Crowd,6,1077
Wendy O. Williams,12,1078
Wilson Phillips,0,1079
Wynonna,1,1080
Zahara Music,10,1081
Ziggy Marley,35,1082
Alt J,16,1083
Farruko,39,1084
Dj Kasualmadness,23,1085
Haim,12,1086
A Great Big World,0,1087
Petey Joe Kush,4,1088
Pia Mia,10,1089
Kasey Tyndall,1,1090
Empire Cast,7,1091
Sean Gilley,46,1092
Held Hostage,12,1093
Ager,86,1094
Ruelle,23,1095
Los De La T,2,1096
Dove Night,12,1097
Dj Omis,5,1098
Songwriter X And The Skeleton Band,10,1099
Alex Sturrock,10,1100
Andy Graham,10,1101
Asleep At The Wheel,47,1102
Bay City Rollers,69,1103
Blackstreet,13,1104
The Fat Boys,4,1105
Jon Bon Jovi,11,1106
Bobbi Kristina Brown,10,1107
Bobbie Gentry,1,1108
Carolina Chocolate Drops,49,1109
Cece Winans,13,1110
Cerrito,1,1111
Chad Kroeger,73,1112
Charlie Daniels,1,1113
Cliff Richard,69,1114
Chris Rea,69,1115
Christa Behnke,10,1116
Christian Kane,1,1117
Cypress Hill,4,1118
Danity Kane,11,1119
Danny Brown,4,1120
David Bisbal,40,1121
David Gates,0,1122
Deana Carter,8,1123
Deep Purple,12,1124
Descendents,59,1125
Dima Bilan,12,1126
Diamond Rings,11,1127
Dj Mustard,7,1128
Donnie Mcclurkin,13,1129
Dj R. Fishbone,10,1130
Dj Rap,46,1131
Ed Bruce,1,1132
Dottie West,1,1133
Eddy Arnold,1,1134
"Earth, Wind & Fire",13,1135
Engelbert Humperdinck,61,1136
Eric Benét,13,1137
Erasure,3,1138
Floyd Domino,10,1139
Freddy Fender,1,1140
George Dalaras,61,1141
Glen Campbell,1,1142
Gucci Crew Ii,4,1143
Great White,58,1144
Heart,12,1145
Hector 'El Father',40,1146
Il Volo,43,1147
Intocable,87,1148
Izzy Stradlin,69,1149
Jakob Dylan,12,1150
Jenny Lewis,1,1151
Jefferson Airplane,12,1152
Jerry Jeff Walker,1,1153
Jerry Clower,1,1154
Jim Bravo,10,1155
Joe Budden,11,1156
Justin Townes Earle,1,1157
Joss Stone,38,1158
Julian Lennon,16,1159
Judith Hassine,10,1160
Jypsi,10,1161
Justin Adams,8,1162
Karlheinz Stockhausen,88,1163
Kaiser Chiefs,12,1164
Katzenjammer,12,1165
Keri Hilson,36,1166
Keith Richards,12,1167
Keith Anderson,1,1168
Kelly Rowland,13,1169
Kenny G,61,1170
Kevin Fowler,1,1171
Killer Mike,4,1172
Kindred The Family Soul,13,1173
Krs One,4,1174
K.T. Oslin,1,1175
Los Temerarios,15,1176
Laura Pausini,89,1177
